"covariate_id","covariate_name","mean_target_before","mean_comparator_before","smd_before","mean_target_after","mean_comparator_after","smd_after"
1972006,"index year: 1972",0.0044,0.006,-0.0219,0.006,0.006,0
4107731503,"procedure_occurrence during day -180 through 0 days relative to index: Subcutaneous immunotherapy",0.0106,0.0084,0.0219,0.012,0.0084,0.0359
4112343104,"condition_occurrence during day -30 through 0 days relative to index: Acute viral pharyngitis",0.005,0.0036,0.0212,0.006,0.0036,0.0348
40213296302,"drug_exposure during day -365 through 0 days relative to index: hepatitis A vaccine, adult dosage",0.0856,0.0916,-0.0212,0.0795,0.0916,-0.0431
1963006,"index year: 1963",0.0056,0.0072,-0.021,0.0036,0.0072,-0.0492
1985006,"index year: 1985",0.0144,0.012,0.021,0.0133,0.012,0.0108
8003,"age group:  40 -  44",0.3667,0.3566,0.0209,0.347,0.3566,-0.0202
4294548210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute bacterial sinusitis",0.0067,0.0084,-0.0204,0.0036,0.0084,-0.0623
2001006,"index year: 2001",0.0311,0.0277,0.0201,0.0301,0.0277,0.0144
1993006,"index year: 1993",0.0206,0.0181,0.018,0.0253,0.0181,0.0496
1974006,"index year: 1974",0.0061,0.0048,0.0175,0.006,0.0048,0.0164
4294548102,"condition_occurrence during day -365 through 0 days relative to index: Acute bacterial sinusitis",0.0061,0.0048,0.0175,0.0024,0.0048,-0.0402
3006322704,"measurement during day -30 through 0 days relative to index: Oral temperature",0.0061,0.0048,0.0175,0.0084,0.0048,0.0446
4237458210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fracture of clavicle",0.0033,0.0024,0.0173,0.006,0.0024,0.0558
1962006,"index year: 1962",0.0033,0.0024,0.0173,0.0048,0.0024,0.0402
257012103,"condition_occurrence during day -180 through 0 days relative to index: Chronic sinusitis",0.0017,0.0024,-0.0165,0.0024,0.0024,0
4293740502,"procedure_occurrence during day -365 through 0 days relative to index: Injection of tetanus antitoxin",0.0017,0.0024,-0.0165,0.0012,0.0024,-0.0284
260139210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Acute bronchitis",0.0461,0.0494,-0.0154,0.047,0.0494,-0.0113
2005006,"index year: 2005",0.0278,0.0253,0.0154,0.0301,0.0253,0.0294
6003,"age group:  30 -  34",0.1144,0.1193,-0.015,0.1205,0.1193,0.0037
4283893103,"condition_occurrence during day -180 through 0 days relative to index: Sinusitis",0.0028,0.0036,-0.0148,0.0036,0.0036,0
4116491103,"condition_occurrence during day -180 through 0 days relative to index: Escherichia coli urinary tract infection",0.0028,0.0036,-0.0148,0.0036,0.0036,0
4252419502,"procedure_occurrence during day -365 through 0 days relative to index: Radiologic examination of knee",0.0028,0.0036,-0.0148,0.0024,0.0036,-0.022
19075601302,"drug_exposure during day -365 through 0 days relative to index: clopidogrel 75 MG Oral Tablet",0.0028,0.0036,-0.0148,0.0036,0.0036,0
1952006,"index year: 1952",0.0028,0.0036,-0.0148,0.0024,0.0036,-0.022
4107731502,"procedure_occurrence during day -365 through 0 days relative to index: Subcutaneous immunotherapy",0.0111,0.0096,0.0145,0.012,0.0096,0.0233
1983006,"index year: 1983",0.0111,0.0096,0.0145,0.0096,0.0096,0
4116491210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Escherichia coli urinary tract infection",0.0039,0.0048,-0.0141,0.0048,0.0048,0
1953006,"index year: 1953",0.0039,0.0048,-0.0141,0.0012,0.0048,-0.066
1980006,"index year: 1980",0.0106,0.012,-0.0141,0.012,0.012,0
4218389210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Whiplash injury to neck",0.005,0.006,-0.0138,0.0024,0.006,-0.0558
257012210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Chronic sinusitis",0.0083,0.0096,-0.0138,0.0084,0.0096,-0.0127
2011006,"index year: 2011",0.025,0.0229,0.0138,0.0277,0.0229,0.0307
195588102,"condition_occurrence during day -365 through 0 days relative to index: Cystitis",0.0044,0.0036,0.0131,0.0048,0.0036,0.0186
40213227304,"drug_exposure during day -30 through 0 days relative to index: tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use",0.0044,0.0036,0.0131,0.0072,0.0036,0.0492
1970006,"index year: 1970",0.0044,0.0036,0.0131,0.006,0.0036,0.0348
920293410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Nitrofurantoin",0.0083,0.0072,0.0126,0.0084,0.0072,0.0137
933724410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Phenazopyridine",0.0083,0.0072,0.0126,0.0084,0.0072,0.0137
9201923,"visit_occurrence concept count during day -365 through 0 concept_count relative to index: Inpatient Visit",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
19126352302,"drug_exposure during day -365 through 0 days relative to index: Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
4296204210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: First degree burn",0.0017,0.0012,0.0122,0.0012,0.0012,0
195588103,"condition_occurrence during day -180 through 0 days relative to index: Cystitis",0.0017,0.0012,0.0122,0.0036,0.0012,0.0492
1943006,"index year: 1943",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
4010253502,"procedure_occurrence during day -365 through 0 days relative to index: Nasal sinus endoscopy",0.0017,0.0012,0.0122,0.0012,0.0012,0
1920,"visit_occurrence concept count during day -365 through 0 concept_count relative to index",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
78272103,"condition_occurrence during day -180 through 0 days relative to index: Sprain of wrist",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
317576210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Coronary arteriosclerosis",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
1949006,"index year: 1949",0.0017,0.0012,0.0122,0.0012,0.0012,0
317576102,"condition_occurrence during day -365 through 0 days relative to index: Coronary arteriosclerosis",0.0017,0.0012,0.0122,0.0024,0.0012,0.0284
4296204102,"condition_occurrence during day -365 through 0 days relative to index: First degree burn",0.0017,0.0012,0.0122,0.0012,0.0012,0
19073188303,"drug_exposure during day -180 through 0 days relative to index: Amoxicillin 500 MG Oral Tablet",0.0017,0.0012,0.0122,0,0.0012,-0.0491
40486433210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Perennial allergic rhinitis",0.0017,0.0012,0.0122,0.0012,0.0012,0
2002006,"index year: 2002",0.0317,0.0337,-0.0116,0.0241,0.0337,-0.0575
4024958702,"measurement during day -365 through 0 days relative to index: Throat culture",0.0306,0.0325,-0.0113,0.0157,0.0325,-0.1102
1987006,"index year: 1987",0.0183,0.0169,0.0111,0.0193,0.0169,0.0181
19078461303,"drug_exposure during day -180 through 0 days relative to index: Ibuprofen 200 MG Oral Tablet",0.0056,0.0048,0.0102,0.0024,0.0048,-0.0402
1115008410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Naproxen",0.0106,0.0096,0.0092,0.0084,0.0096,-0.0127
4151422502,"procedure_occurrence during day -365 through 0 days relative to index: Sputum examination",0.0111,0.012,-0.0088,0.0108,0.012,-0.0113
1982006,"index year: 1982",0.0089,0.0096,-0.0078,0.0072,0.0096,-0.0264
1115171302,"drug_exposure during day -365 through 0 days relative to index: Naproxen sodium 220 MG Oral Tablet",0.0089,0.0096,-0.0078,0.0084,0.0096,-0.0127
1713671303,"drug_exposure during day -180 through 0 days relative to index: Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet",0.0089,0.0096,-0.0078,0.0108,0.0096,0.012
40481087104,"condition_occurrence during day -30 through 0 days relative to index: Viral sinusitis",0.0078,0.0084,-0.0073,0.0072,0.0084,-0.0137
1966006,"index year: 1966",0.0028,0.0024,0.0072,0.0036,0.0024,0.022
1968006,"index year: 1968",0.0028,0.0024,0.0072,0.0024,0.0024,0
4156265210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Facial laceration",0.0028,0.0024,0.0072,0.0024,0.0024,0
4156265102,"condition_occurrence during day -365 through 0 days relative to index: Facial laceration",0.0028,0.0024,0.0072,0.0024,0.0024,0
4294548103,"condition_occurrence during day -180 through 0 days relative to index: Acute bacterial sinusitis",0.0028,0.0024,0.0072,0.0012,0.0024,-0.0284
1945006,"index year: 1945",0.0028,0.0024,0.0072,0.0036,0.0024,0.022
4278672210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Fracture of forearm",0.0028,0.0024,0.0072,0.0024,0.0024,0
2000006,"index year: 2000",0.0289,0.0277,0.0071,0.0265,0.0277,-0.0074
2007006,"index year: 2007",0.0267,0.0277,-0.0064,0.0229,0.0277,-0.0307
378001102,"condition_occurrence during day -365 through 0 days relative to index: Concussion with no loss of consciousness",0.0078,0.0072,0.0064,0.0072,0.0072,0
378001210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Concussion with no loss of consciousness",0.0078,0.0072,0.0064,0.0072,0.0072,0
1322184410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: clopidogrel",0.0056,0.006,-0.0062,0.006,0.006,0
257012102,"condition_occurrence during day -365 through 0 days relative to index: Chronic sinusitis",0.0044,0.0048,-0.0055,0.006,0.0048,0.0164
40213296303,"drug_exposure during day -180 through 0 days relative to index: hepatitis A vaccine, adult dosage",0.0456,0.0446,0.0047,0.0434,0.0446,-0.0059
40236824303,"drug_exposure during day -180 through 0 days relative to index: Phenazopyridine hydrochloride 100 MG Oral Tablet",0.0039,0.0036,0.0045,0.0048,0.0036,0.0186
920300303,"drug_exposure during day -180 through 0 days relative to index: Nitrofurantoin 5 MG/ML Oral Suspension",0.0039,0.0036,0.0045,0.0048,0.0036,0.0186
1950006,"index year: 1950",0.0039,0.0036,0.0045,0.0036,0.0036,0
4116491102,"condition_occurrence during day -365 through 0 days relative to index: Escherichia coli urinary tract infection",0.0039,0.0036,0.0045,0.0048,0.0036,0.0186
4058899502,"procedure_occurrence during day -365 through 0 days relative to index: Plain X-ray of clavicle",0.0022,0.0024,-0.0039,0.0048,0.0024,0.0402
4218389103,"condition_occurrence during day -180 through 0 days relative to index: Whiplash injury to neck",0.0022,0.0024,-0.0039,0.0024,0.0024,0
4170947503,"procedure_occurrence during day -180 through 0 days relative to index: Bone immobilization",0.0022,0.0024,-0.0039,0.0012,0.0024,-0.0284
4152936102,"condition_occurrence during day -365 through 0 days relative to index: Laceration of thigh",0.0022,0.0024,-0.0039,0.0024,0.0024,0
378001103,"condition_occurrence during day -180 through 0 days relative to index: Concussion with no loss of consciousness",0.0022,0.0024,-0.0039,0.0024,0.0024,0
40165015303,"drug_exposure during day -180 through 0 days relative to index: Meperidine Hydrochloride 50 MG Oral Tablet",0.0022,0.0024,-0.0039,0.0024,0.0024,0
375671102,"condition_occurrence during day -365 through 0 days relative to index: Concussion with loss of consciousness",0.0022,0.0024,-0.0039,0,0.0024,-0.0695
4237458102,"condition_occurrence during day -365 through 0 days relative to index: Fracture of clavicle",0.0022,0.0024,-0.0039,0.0048,0.0024,0.0402
4152936210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Laceration of thigh",0.0022,0.0024,-0.0039,0.0024,0.0024,0
1990006,"index year: 1990",0.0189,0.0193,-0.0028,0.0181,0.0193,-0.0089
4001336210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Concussion injury of brain",0.0106,0.0108,-0.0028,0.0072,0.0108,-0.0382
4132546210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Traumatic brain injury",0.0106,0.0108,-0.0028,0.0072,0.0108,-0.0382
4187458503,"procedure_occurrence during day -180 through 0 days relative to index: Review of systems",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
4293740503,"procedure_occurrence during day -180 through 0 days relative to index: Injection of tetanus antitoxin",0.0011,0.0012,-0.0028,0,0.0012,-0.0491
1967006,"index year: 1967",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
439777103,"condition_occurrence during day -180 through 0 days relative to index: Anemia",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
1969006,"index year: 1969",0.0011,0.0012,-0.0028,0.0012,0.0012,0
19133905304,"drug_exposure during day -30 through 0 days relative to index: Penicillin V Potassium 500 MG Oral Tablet",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
134438210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Contact dermatitis",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
4280726210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Seasonal allergic rhinitis",0.0011,0.0012,-0.0028,0.0012,0.0012,0
4113008103,"condition_occurrence during day -180 through 0 days relative to index: Laceration of hand",0.0011,0.0012,-0.0028,0.0012,0.0012,0
4048171210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Perennial allergic rhinitis with seasonal variation",0.0011,0.0012,-0.0028,0,0.0012,-0.0491
28060104,"condition_occurrence during day -30 through 0 days relative to index: Streptococcal sore throat",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
4037675503,"procedure_occurrence during day -180 through 0 days relative to index: Brief general examination",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
44783196502,"procedure_occurrence during day -365 through 0 days relative to index: Surgical manipulation of joint of knee",0.0011,0.0012,-0.0028,0.0012,0.0012,0
975125410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Hydrocortisone",0.0011,0.0012,-0.0028,0.0012,0.0012,0
4326177503,"procedure_occurrence during day -180 through 0 days relative to index: Medication Reconciliation",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
375671103,"condition_occurrence during day -180 through 0 days relative to index: Concussion with loss of consciousness",0.0011,0.0012,-0.0028,0,0.0012,-0.0491
920334302,"drug_exposure during day -365 through 0 days relative to index: NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",0.0011,0.0012,-0.0028,0.0012,0.0012,0
19008572302,"drug_exposure during day -365 through 0 days relative to index: Hydrocortisone 10 MG/ML Topical Cream",0.0011,0.0012,-0.0028,0.0012,0.0012,0
1946006,"index year: 1946",0.0011,0.0012,-0.0028,0.0024,0.0012,0.0284
4170947502,"procedure_occurrence during day -365 through 0 days relative to index: Bone immobilization",0.005,0.0048,0.0026,0.0048,0.0048,0
1957006,"index year: 1957",0.005,0.0048,0.0026,0.006,0.0048,0.0164
4052083702,"measurement during day -365 through 0 days relative to index: Measurement of respiratory function",0.0244,0.0241,0.0023,0.0229,0.0241,-0.008
1989006,"index year: 1989",0.0178,0.0181,-0.0022,0.0169,0.0181,-0.0092
2010006,"index year: 2010",0.0256,0.0253,0.0016,0.0217,0.0253,-0.0239
1996006,"index year: 1996",0.0206,0.0205,0.0005,0.0217,0.0205,0.0084
1125315410,"drug_era group (DrugGroupEraLongTerm) during day -365 through 0 days relative to index: Acetaminophen",0.0722,0.0723,-0.0003,0.0699,0.0723,-0.0094
40236824302,"drug_exposure during day -365 through 0 days relative to index: Phenazopyridine hydrochloride 100 MG Oral Tablet",0.0072,0.0072,-0.0001,0.0072,0.0072,0
920300302,"drug_exposure during day -365 through 0 days relative to index: Nitrofurantoin 5 MG/ML Oral Suspension",0.0072,0.0072,-0.0001,0.0072,0.0072,0
80180104,"condition_occurrence during day -30 through 0 days relative to index: Osteoarthritis",1,1,,1,1,
80180102,"condition_occurrence during day -365 through 0 days relative to index: Osteoarthritis",1,1,,1,1,
80180210,"condition_era group (ConditionGroupEraLongTerm) during day -365 through 0 days relative to index: Osteoarthritis",1,1,,1,1,
80180103,"condition_occurrence during day -180 through 0 days relative to index: Osteoarthritis",1,1,,1,1,
